,sentence,year_from,year_to
779,со твојте лозја во лист еден,1948,1948
780,јас дишам небо модро,1948,1948
781,со ваква љубов прв пат те гледа,1948,1948
782,пченичке поле родно,1948,1948
783,и колку звучен радост ми буди,1948,1948
784,мост што ние го прајме,1948,1948
785,та твојот полет ме носи чуден,1948,1948
786,о роден слободен крај мој,1948,1948
787,и кога сега пес ми зрее,1948,1948
788,знам кому ќе ја речам,1948,1948
789,на мојот народ што див пее,1948,1948
790,што пее в ѕвездена вечер,1948,1948
791,о мој младост не мисли в пролет,1948,1948
792,за твојот дел и среќа,1948,1948
793,со рж бујна во ширен поле,1948,1948
794,никне и сињо цвеќе,1948,1948
795,на твојот народ со од силен,1948,1948
796,и твојот занес иде,1948,1948
797,о младост биди сив сокол крилен,1948,1948
798,сив крилен сокол биди,1948,1948
799,весела пес,1948,1948
800,разведри чело намрштено,1948,1948
801,толку е убав овој ден,1948,1948
802,доста си седел во мразен соба,1948,1948
803,излез будалче однесен,1948,1948
804,поле малу снежец го покрил,1948,1948
805,на сонце сето се сме и сјај,1948,1948
806,излез таму насмеј се и ти,1948,1948
807,сонце скок ќе ти нај,1948,1948
808,зелен тревка таму ќе види,1948,1948
809,зелен тревка крај колски пат,1948,1948
810,сети се оти пак видок има,1948,1948
811,две срца да се преграбат,1948,1948
812,денеска многу ти се дава,1948,1948
813,толку е убав овој ден,1948,1948
814,не мисли летен како пиле,1948,1948
815,од млад среќа окрилен,1948,1948
816,полноќ,1948,1948
817,бистра месечина,1948,1948
818,полноќ јасников,1948,1948
819,бисерен шепот,1948,1948
820,мрзне на гранка,1948,1948
821,в небо облачиња,1948,1948
822,плови пополека,1948,1948
823,цел ноќ бели,1948,1948
824,и разделени,1948,1948
825,утре пред изгрев тие ќе починат,1948,1948
826,сињозелени,1948,1948
827,о мисло слободен,1948,1948
828,чуден височина,1948,1948
829,те мама од гради,1948,1948
830,да летне румен,1948,1948
831,и како ѕвезда како зорница,1948,1948
832,да се вледениш во ведорница,1948,1948
833,утро,1948,1948
834,наутро секиден мине,1948,1948
835,каде што дом се ѕид,1948,1948
836,очиве слатко се шири,1948,1948
837,пораснат штом ќе го вида,1948,1948
838,ноќеска поросил дожд,1948,1948
839,скелиња мокри се вишат,1948,1948
840,небо миено свет,1948,1948
841,и влага циглите дише,1948,1948
842,млад мајстор горе се качи,1948,1948
843,сонце зрње му блиска,1948,1948
844,колку е утрово јасно,1948,1948
845,колку е небо бистро,1948,1948
